_Ad_Date,_Ad_Title,_Ad_Type,_Age_Specified,_CATEGORY_--_Age_Specified,County,_Gender_Specified,_Number_of_People,_Press_Date,_Sale_Disposition,_Sale_Location_Locale,_Sale_Location_State,_Skills_Specified,_First_Name,_Term_of_service,_Trade_reason,_Features,_Terms_of_Sale,Source,Source_Page,Subscriber_County,Subscriber_Firstname,Subscriber_Lastname,_Role,_owner,_Application_Locale,FULL_TEXT
"July 19, 1828",Sheriff's Sale,Sale,child,child,Queen Anne's,female,7,18280726,public sale,residence of late Peter Foster,Maryland,,Kessiah,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,,Wm.,Robinson,Sheriff,Peter Foster,,"Sheriff's Sale. By virtue of a writ Ven. Exps. against Peter Foster, to me directed, at the suit of Richard T. Earle—will be sold on, Wednesday the 13th of August next, at the late residence of Peter Foster, between the hours 9 o’clock A. M. and 7 P. M. the following property to wit: Negro Woman, Julia— —Negro Man, Daniel— —Negro Boy, Harry— —negro Girl, Kessiah— —Negro Boy, Matt— —Negro Boy, Wesley. And one Negro Girl child, named Ma- ria, Seized and taken as the proper- ty of Peter Foster, and sold to satisfy the above Ven. Exps. Debt, interest, and cost, due, and to become due there- on.  WM. ROBINSON, sheriff. july 19th 4w"
"July 19, 1828",Sheriff's Sale,Sale,child,child,Queen Anne's,male,7,18280726,public sale,residence of late Peter Foster,Maryland,,Matt,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,,Wm.,Robinson,Sheriff,Peter Foster,,"Sheriff's Sale. By virtue of a writ Ven. Exps. against Peter Foster, to me directed, at the suit of Richard T. Earle—will be sold on, Wednesday the 13th of August next, at the late residence of Peter Foster, between the hours 9 o’clock A. M. and 7 P. M. the following property to wit: Negro Woman, Julia— —Negro Man, Daniel— —Negro Boy, Harry— —negro Girl, Kessiah— —Negro Boy, Matt— —Negro Boy, Wesley. And one Negro Girl child, named Ma- ria, Seized and taken as the proper- ty of Peter Foster, and sold to satisfy the above Ven. Exps. Debt, interest, and cost, due, and to become due there- on.  WM. ROBINSON, sheriff. july 19th 4w"
"July 19, 1828",Sheriff's Sale,Sale,child,child,Queen Anne's,male,7,18280726,public sale,residence of late Peter Foster,Maryland,,Wesley,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,,Wm.,Robinson,Sheriff,Peter Foster,,"Sheriff's Sale. By virtue of a writ Ven. Exps. against Peter Foster, to me directed, at the suit of Richard T. Earle—will be sold on, Wednesday the 13th of August next, at the late residence of Peter Foster, between the hours 9 o’clock A. M. and 7 P. M. the following property to wit: Negro Woman, Julia— —Negro Man, Daniel— —Negro Boy, Harry— —negro Girl, Kessiah— —Negro Boy, Matt— —Negro Boy, Wesley. And one Negro Girl child, named Ma- ria, Seized and taken as the proper- ty of Peter Foster, and sold to satisfy the above Ven. Exps. Debt, interest, and cost, due, and to become due there- on.  WM. ROBINSON, sheriff. july 19th 4w"
"July 19, 1828",Sheriff's Sale,Sale,child,child,Queen Anne's,female,7,18280726,public sale,residence of late Peter Foster,Maryland,,Maria,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,,Wm.,Robinson,Sheriff,Peter Foster,,"Sheriff's Sale. By virtue of a writ Ven. Exps. against Peter Foster, to me directed, at the suit of Richard T. Earle—will be sold on, Wednesday the 13th of August next, at the late residence of Peter Foster, between the hours 9 o’clock A. M. and 7 P. M. the following property to wit: Negro Woman, Julia— —Negro Man, Daniel— —Negro Boy, Harry— —negro Girl, Kessiah— —Negro Boy, Matt— —Negro Boy, Wesley. And one Negro Girl child, named Ma- ria, Seized and taken as the proper- ty of Peter Foster, and sold to satisfy the above Ven. Exps. Debt, interest, and cost, due, and to become due there- on.  WM. ROBINSON, sheriff. july 19th 4w"
"July 19, 1828",Late Sheriff's Sale,Sale,child,child,Queen Anne's,male,2,18280726,public sale,Centreville,Maryland,,Robert,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Tho.,Roberts,Sheriff,Peter Foster,,"Late Sheriff's Sale. By Virtue of a writ of Ven. Exps. issued out of Queen Ann's County Court, to me directed, at the suit of George W. Marble, use of John L. Kerr, and William H. Martin, against Peter Foster, will be sold in Centreville, on Tuesday the 12th day of August next, between the hours of 10 o'clock, A, M. and 4 p. m. the following property to wit: —Negro Boy Robert— Negro Boy, William— Seized and taken as the property of said Foster and will be sold to satisfy the above mentioned Writ, Debt, Interest and Cost, due and to become due thereon, THO. ROBERTS, late Sheriff, July 19th 1828."
"July 19, 1828",Late Sheriff's Sale,Sale,child,child,Queen Anne's,male,2,18280726,public sale,Centreville,Maryland,,William,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Tho.,Roberts,Sheriff,Peter Foster,,"Late Sheriff's Sale. By Virtue of a writ of Ven. Exps. issued out of Queen Ann's County Court, to me directed, at the suit of George W. Marble, use of John L. Kerr, and William H. Martin, against Peter Foster, will be sold in Centreville, on Tuesday the 12th day of August next, between the hours of 10 o'clock, A, M. and 4 p. m. the following property to wit: —Negro Boy Robert— Negro Boy, William— Seized and taken as the property of said Foster and will be sold to satisfy the above mentioned Writ, Debt, Interest and Cost, due and to become due thereon, THO. ROBERTS, late Sheriff, July 19th 1828."
"July 19, 1828",Constable's Sale,Sale,adult,adult,Queen Anne's,female,2,18280726,public sale,"Mr. John Beard's Hotel, Centreville",Maryland,,Lucy,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Wm.,Cain,Constable,"Peter Foster, William. H. Foster, and Tho. C. Dawson",,"Constable’s Sale. By virtue of three writs, of Fieri Facias to me directed, one at the suit of William H. Miers, use of Thomas B. Turpin and James Roe, Executors of James Baynard, use of Pere Granger; one at the suit of Thomas B, Turpin and James Roe, Executors of James Baynard, use of Pere Granger, against Peter Foster, Wm. H. Foster, and Tho, C. Dawson, and one at the suit of Philemon B. Hopper, against Peter Foster, will be sold at Mr. John Beard's Hotel, in Centreville, on Tuesday the 12th of August next, between the hours of 10 o'clock A. M. & 5 P. M. the following property to wit One negro Woman, named Lucy; One Negro Boy named Henry; One Bay Horse, One Grey ditto, Seized and taken as the property of Peter Foster, and will be sold to satisfy the above mentioned Writs, Debts, Interest, and Costs, due and to become due thereon. Wm. H. Cain, Constable July 19th 1828. 4t."
"July 19, 1828",Constable's Sale,Sale,child,child,Queen Anne's,male,2,18280726,public sale,"Mr. John Beard's Hotel, Centreville",Maryland,,Henry,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Wm.,Cain,Constable,"Peter Foster, William H. Foster, and Tho. C. Dawson",,"Constable’s Sale. By virtue of three writs, of Fieri Facias to me directed, one at the suit of William H. Miers, use of Thomas B. Turpin and James Roe, Executors of James Baynard, use of Pere Granger; one at the suit of Thomas B, Turpin and James Roe, Executors of James Baynard, use of Pere Granger, against Peter Foster, Wm. H. Foster, and Tho, C. Dawson, and one at the suit of Philemon B. Hopper, against Peter Foster, will be sold at Mr. John Beard's Hotel, in Centreville, on Tuesday the 12th of August next, between the hours of 10 o'clock A. M. & 5 P. M. the following property to wit One negro Woman, named Lucy; One Negro Boy named Henry; One Bay Horse, One Grey ditto, Seized and taken as the property of Peter Foster, and will be sold to satisfy the above mentioned Writs, Debts, Interest, and Costs, due and to become due thereon. Wm. H. Cain, Constable July 19th 1828. 4t."
"July 19, 1828",Public Sale,Sale,adult,adult,Queen Anne's,female,3,18280726,public sale,"Mr. Beard's tavern, Centreville",Maryland,,Lucy,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Edw.,Clark,Constable,Peter Foster,,"Public Sale. BY virtue of seven Writs of Fieri Facias, to me directed, four at the suit of William Harper, jr, one at the suit of Robert Bishop, use of William Harper, jr. one other at the suit or Stevens & Jenkins; and one other at the suit of Edward H. Coursey, against Peter Foster, will be sold at Mr. Bread’s tavern in Centreville, on Tuesday the 12th of August next, between the hours of 10 o’clock, A. M. & 5 P. M. the following property, to wit: One negro Woman, named Lucy, One Negro Boy, named Harry, and one other Negro Boy, named John. One bay Horse, and one Grey ditto, Seized and taken as the property of Peter Foster, and will be sold to satisfy the above mentioned Writs, Debts, Interest, and Costs, due and to beceme due thereon EDW. CLARK, Constable. July 19th, 4w"
"July 19, 1828",Public Sale,Sale,child,child,Queen Anne's,male,3,18280726,public sale,"Mr. Beard's tavern, Centreville",Maryland,,Harry,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Edw.,Clark,Constable,Peter Foster,,"Public Sale. BY virtue of seven Writs of Fieri Facias, to me directed, four at the suit of William Harper, jr, one at the suit of Robert Bishop, use of William Harper, jr. one other at the suit or Stevens & Jenkins; and one other at the suit of Edward H. Coursey, against Peter Foster, will be sold at Mr. Bread’s tavern in Centreville, on Tuesday the 12th of August next, between the hours of 10 o’clock, A. M. & 5 P. M. the following property, to wit: One negro Woman, named Lucy, One Negro Boy, named Harry, and one other Negro Boy, named John. One bay Horse, and one Grey ditto, Seized and taken as the property of Peter Foster, and will be sold to satisfy the above mentioned Writs, Debts, Interest, and Costs, due and to beceme due thereon EDW. CLARK, Constable. July 19th, 4w"
"July 19, 1828",Public Sale,Sale,child,child,Queen Anne's,male,3,18280726,public sale,"Mr. Beard's tavern, Centreville",Maryland,,John,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Edw.,Clark,Constable,Peter Foster,,"Public Sale. BY virtue of seven Writs of Fieri Facias, to me directed, four at the suit of William Harper, jr, one at the suit of Robert Bishop, use of William Harper, jr. one other at the suit or Stevens & Jenkins; and one other at the suit of Edward H. Coursey, against Peter Foster, will be sold at Mr. Bread’s tavern in Centreville, on Tuesday the 12th of August next, between the hours of 10 o’clock, A. M. & 5 P. M. the following property, to wit: One negro Woman, named Lucy, One Negro Boy, named Harry, and one other Negro Boy, named John. One bay Horse, and one Grey ditto, Seized and taken as the property of Peter Foster, and will be sold to satisfy the above mentioned Writs, Debts, Interest, and Costs, due and to beceme due thereon EDW. CLARK, Constable. July 19th, 4w"
"July 19, 1828",Public Sale,Sale,child,child,Queen Anne's,male,2,18280726,public sale,"Mr. Beard's tavern, Centreville",Maryland,,George,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Tho.,Ashcom,Constable,Edward Turner,,"Public Sale. BY virtue of a Writ of Fieri Fa. to me directed, at the suits of William Reed and Henry Lowe, against Frances Turner Executrix, and James S. Turner Executor of Edward Turner, deed, will be sold at Mr. Beard’s Tavern in Centreville, on Tuesday 12th of August next, between the hours of 10 o’clock, A. M. & 5 P. M. the following property to wit: One negro Boy, named George, and One Negro Boy named Robert. Seized and taken as the property of Frances Turner, Executrix, and Jas. S. Turner, Executor of Edward Turner, deed, and will be sold to satisfy the above mentioned Writs, Debt, Interest, and Costs, due and to become due thereon: THO. ASCHOM, Constable July 19th 1828. 4t."
"July 19, 1828",Public Sale,Sale,child,child,Queen Anne's,male,2,18280726,public sale,"Mr. Beard's tavern, Centreville",Maryland,,Robert,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Tho.,Ashcom,Constable,Edward Turner,,"Public Sale. BY virtue of a Writ of Fieri Fa. to me directed, at the suits of William Reed and Henry Lowe, against Frances Turner Executrix, and James S. Turner Executor of Edward Turner, deed, will be sold at Mr. Beard’s Tavern in Centreville, on Tuesday 12th of August next, between the hours of 10 o’clock, A. M. & 5 P. M. the following property to wit: One negro Boy, named George, and One Negro Boy named Robert. Seized and taken as the property of Frances Turner, Executrix, and Jas. S. Turner, Executor of Edward Turner, deed, and will be sold to satisfy the above mentioned Writs, Debt, Interest, and Costs, due and to become due thereon: THO. ASCHOM, Constable July 19th 1828. 4t."
"August 2, 1828",Sheriff's Sale,Sale,child,child,Queen Anne's,male,1,18280809,public sale,"Courthouse door, Centreville",Maryland,,Richard,,to satisfy court judgement,,,Centreville Times and Eastern-Shore Public Advertiser,1,QA,Wm.,Robinson,Sheriff,Richard Mason,,"Sheriff’s Sale. By virtue of a Writ, of Fieri Facias, against Richard Mason, to me directed, at the suit ot Abraham Tomkins, will be sold, on Saturday the 23d. Instant, at the Court House door, in Centreville, between 10 o’clock A. M, & 5 P. M. the following property to wit: One negro Boy, named Richard Taken as the property of Richard Mason, and will be sold to satisfy the above mentioned Writ, Debt, Interest, and Costs, due and to become due thereon. Wm. ROBINSON, Sheriff Aug 2d. 1828. 4t."
"September 27, 1828",Negroes for Sale,Sale,,,Queen Anne's,male,5,18281011,private sale,,Maryland,farmhand,,to serve 18 years,,,,Centreville Times and Eastern-Shore Public Advertiser,1,,,,,,Centreville Times Editor,"Negroes For Sale. FOR A TERM OF YEARS. A gentleman has Five young and Healthy Negroes to dispose of for a term of years—namely, 3 males, who have 18, 16 & 10 years each to serve; and 2 Females, who have 10 and 6 years, each, to serve. The males have been brought up to Farm work, and the females to House work. For further particulars inquire of the Editor of the Centreville Times, who will direct where they are to be found. N. B. Should they not be sold before December, next, they will be to hire for the ensuing year, 1829. Sept. 27, 3t"
